OBJECTID,break_date,pipe_size,pipe_depth_ft,soil_type,repair_time_minutes
5903,2009/01/27 00:00:00+00,8,6.12,Clay,120
5904,2009/01/26 00:00:00+00,6,5,Clay,85
5906,2009/02/03 00:00:00+00,6,6.17,"Clay, sand",1020
5907,2009/02/03 00:00:00+00,6,6.25,Clay,110
5908,2009/02/02 00:00:00+00,6,5.83,Clay,95
5909,2009/02/02 00:00:00+00,10,6,"Sand, rock",1020
5911,2009/02/01 00:00:00+00,6,6.43,Clay,120
5913,2009/01/29 00:00:00+00,10,5.83,Rock,NA
5914,2009/02/03 00:00:00+00,6,5.33,Clay,90
5915,2009/02/03 00:00:00+00,6,5,"Clay, rock",120
5916,2009/02/04 00:00:00+00,6,9,Sand,240
5917,2009/02/04 00:00:00+00,6,3.83,Clay,90
5918,2009/02/04 00:00:00+00,6,6,Clay,120
5919,2009/02/04 00:00:00+00,6,6,"Rock, sand",60
5920,2009/02/04 00:00:00+00,4,6.75,Clay,100
5921,2009/02/04 00:00:00+00,4,6.75,"Clay, stone",780
5922,2009/02/05 00:00:00+00,6,7,"Clay, rock",120
5923,2009/02/05 00:00:00+00,6,7,"Dirt, sand",120
5924,2009/02/06 00:00:00+00,10,4.83,Clay,35
5925,2009/02/06 00:00:00+00,6,6.5,Clay,150
5926,2009/02/07 00:00:00+00,6,6,Clay,120
5928,2009/02/07 00:00:00+00,6,5.17,"Clay, sand",135
5929,2009/02/07 00:00:00+00,6,5.75,Clay,75
5931,2009/02/08 00:00:00+00,6,6.5,Clay,210
5933,2009/02/12 00:00:00+00,6,13,Clay,960
5934,2009/02/13 00:00:00+00,6,6.5,Clay,1140
5935,2009/02/13 00:00:00+00,6,6.17,"Clay, sand",780
5937,2009/02/12 00:00:00+00,4,5.83,Clay,780
5939,2009/02/18 00:00:00+00,6,6.5,Clay,60
5940,2009/02/18 00:00:00+00,6,4.83,Clay,45
5941,2009/02/19 00:00:00+00,6,5.5,Clay,120
5942,2009/02/19 00:00:00+00,10,7,Clay,780
5943,2009/02/20 00:00:00+00,6,6,Clay,80
5944,2009/02/20 00:00:00+00,6,6,"Stone, rock",90
5945,2009/02/21 00:00:00+00,6,6,Clay,120
5946,2009/02/22 00:00:00+00,6,5,"Clay, gravel",780
5947,2009/02/22 00:00:00+00,6,6.33,"Clay, sand",90
5949,2009/02/22 00:00:00+00,6,6.58,Clay,150
5950,2009/02/23 00:00:00+00,16,8,"Sand, rock",900
5953,2009/02/26 00:00:00+00,6,5.5,Clay,60
5954,2009/02/27 00:00:00+00,6,6,"Clay, rock",120
5955,2009/02/27 00:00:00+00,15,7,Clay,930
5956,2009/02/28 00:00:00+00,6,5.5,Clay,75
5957,2009/02/28 00:00:00+00,8,4.66,"Clay, rock",90
5958,2009/03/02 00:00:00+00,6,5.66,Clay,90
5960,2009/03/02 00:00:00+00,6,6.83,"Clay, sand",150
5961,2009/03/02 00:00:00+00,6,7,"Clay, sand, rock",90
5962,2009/03/02 00:00:00+00,8,5.5,Silt loam,130
5963,2009/03/03 00:00:00+00,6,6,Clay,150
5964,2009/03/07 00:00:00+00,6,5.58,"Dirt, gravel",210
5965,2009/03/10 00:00:00+00,8,6.17,"Sand, rock",45
5969,2009/03/14 00:00:00+00,6,5.17,Clay,90
5970,2009/03/15 00:00:00+00,6,5,Clay,60
5972,2009/03/16 00:00:00+00,6,6,Clay,180
5973,2009/03/16 00:00:00+00,6,6.83,Clay,60
5974,2009/03/15 00:00:00+00,6,6.5,Clay,85
5977,2009/03/16 00:00:00+00,6,6,Clay,30
5978,2009/03/19 00:00:00+00,6,6,Sand,840
5979,2009/03/25 00:00:00+00,6,5,"Clay, Sand",840
5981,2002/12/06 00:00:00+00,6,NA,clay,120
5982,2003/02/23 00:00:00+00,6,NA,"Clay, sand, rock",90
5983,2004/01/07 00:00:00+00,6,NA,Clay,675
5984,2004/01/21 00:00:00+00,6,NA,"Sand, rock",60
5985,2004/02/01 00:00:00+00,6,NA,Clay,120
5986,2004/02/04 00:00:00+00,6,NA,Clay,150
5987,2004/01/23 00:00:00+00,4,NA,Clay,120
5988,2004/04/19 00:00:00+00,4,NA,Gravel,180
5989,2004/01/25 00:00:00+00,6,NA,Clay,1350
5990,2008/08/03 00:00:00+00,6,5,Clay,120
5991,2009/05/08 00:00:00+00,10,5.5,Clay,120
5993,2009/05/06 00:00:00+00,10,6.17,"Sand, rock",120
5994,2009/05/19 00:00:00+00,8,6.17,Sand,60
5995,2009/05/20 00:00:00+00,8,7,Gravel,120
5997,2009/05/25 00:00:00+00,8,5.5,Clay,125
5998,2009/05/27 00:00:00+00,6,6,Clay,150
6000,2009/05/30 00:00:00+00,10,6.25,"Rock, gravel",240
6001,2009/06/03 00:00:00+00,8,5.5,Gravel,120
6002,2009/06/05 00:00:00+00,10,6,Clay,915
6003,2009/06/22 00:00:00+00,6,6,Clay,1380
6004,2009/06/22 00:00:00+00,6,7,Clay,600
6005,2009/06/22 00:00:00+00,6,6,Clay,450
6006,2009/06/22 00:00:00+00,6,6,Clay,540
6007,2009/06/22 00:00:00+00,6,5.5,Clay,1380
6008,2009/06/22 00:00:00+00,6,6.5,Clay,1380
6009,1970/01/01 00:00:00+00,NA,NA,NA,NA
6010,1970/01/01 00:00:00+00,NA,NA,NA,NA
6011,1970/01/01 00:00:00+00,NA,NA,NA,NA
6012,1970/01/01 00:00:00+00,NA,NA,NA,NA
6013,1970/01/01 00:00:00+00,NA,NA,NA,NA
6015,2005/01/16 00:00:00+00,NA,NA,NA,NA
6016,2005/01/17 00:00:00+00,NA,NA,NA,NA
6017,2005/01/16 00:00:00+00,NA,NA,NA,NA
6024,2005/01/18 00:00:00+00,NA,NA,NA,NA
6025,2005/01/19 00:00:00+00,NA,NA,NA,NA
6027,2005/01/20 00:00:00+00,NA,NA,NA,NA
6028,2005/01/20 00:00:00+00,NA,NA,NA,NA
6029,2005/01/20 00:00:00+00,NA,NA,NA,NA
6030,2005/01/20 00:00:00+00,NA,NA,NA,NA
6031,2005/01/21 00:00:00+00,NA,NA,NA,NA
6032,2005/01/21 00:00:00+00,NA,NA,NA,NA
6033,2005/01/21 00:00:00+00,NA,NA,NA,NA
6034,2005/01/22 00:00:00+00,NA,NA,NA,NA
6036,2005/01/23 00:00:00+00,NA,NA,NA,NA
6039,2005/01/24 00:00:00+00,NA,NA,NA,NA
6040,2005/01/19 00:00:00+00,NA,NA,NA,NA
6041,2005/01/26 00:00:00+00,NA,NA,NA,NA
6042,2005/01/27 00:00:00+00,NA,NA,NA,NA
6043,2005/01/11 00:00:00+00,8,NA,NA,NA
6044,2006/01/05 00:00:00+00,6,2.67,"Clay, sand, rock",0
6045,2006/02/18 00:00:00+00,6,5.5,Sand,210
6047,2001/03/01 00:00:00+00,NA,NA,NA,NA
6048,2002/09/17 00:00:00+00,NA,NA,NA,NA
6050,2000/02/15 00:00:00+00,NA,NA,NA,NA
6051,2009/07/02 00:00:00+00,8,5.17,Sand,60
6053,2009/07/21 00:00:00+00,6,6,Clay,840
6054,2009/07/24 00:00:00+00,10,6,"Clay, rock",180
6055,2009/08/06 00:00:00+00,8,6,"Sand, clear stone",210
6056,2009/08/17 00:00:00+00,6,6,Clay,120
6060,2009/09/02 00:00:00+00,6,5,Clay,300
6061,2009/09/03 00:00:00+00,8,4,Clay,NA
6064,2009/09/13 00:00:00+00,12,7.17,"Rock, clay",1080
6065,2009/09/21 00:00:00+00,1,4.17,Sand,30
6067,2009/10/01 00:00:00+00,12,5.5,"Sand, clay",1170
6069,2009/11/11 00:00:00+00,8,5.67,"Sand, rock",60
6070,2009/11/13 00:00:00+00,6,5.5,"Gravel, clay",990
6071,2009/11/12 00:00:00+00,8,7,"Gravel, sand",300
6072,2009/11/12 00:00:00+00,8,7,"Gravel, sand",300
6073,2009/11/12 00:00:00+00,8,6.5,"Sand, rock",270
6074,2009/11/12 00:00:00+00,8,6.5,"Sand, rock",870
6075,2009/11/13 00:00:00+00,8,6.5,"Sand, rock",150
6080,2009/12/01 00:00:00+00,6,5,Clay,810
6081,2009/12/06 00:00:00+00,6,6.5,"Clay, sand",90
6082,2009/12/06 00:00:00+00,4,6,Gravel,960
6083,2009/12/07 00:00:00+00,6,6,"Sand, rock",135
6085,2009/12/08 00:00:00+00,6,4.5,Sand,90
6086,2009/12/08 00:00:00+00,6,5.5,NA,NA
6087,2009/12/09 00:00:00+00,6,6.17,Clay,90
6088,2009/12/09 00:00:00+00,6,6,Clay,60
6089,2009/12/09 00:00:00+00,6,5.5,"Clay, rock",840
6090,2009/12/10 00:00:00+00,8,5.5,Clay,60
6092,2009/12/15 00:00:00+00,6,4.66,Clay,90
6093,2009/12/17 00:00:00+00,6,5.92,Clay,60
6094,2009/12/17 00:00:00+00,6,5.92,Clay,60
6096,2009/12/18 00:00:00+00,8,6.58,Clay,150
6097,2009/12/18 00:00:00+00,8,5.17,Sand,NA
6098,2009/12/19 00:00:00+00,6,5.25,"Clay, rock",90
6099,2009/12/20 00:00:00+00,6,4.5,"Sand, Clay",60
6100,2009/12/20 00:00:00+00,6,5.83,Clay,60
6101,2009/12/22 00:00:00+00,6,7,"Sand, rock, clay",930
6102,2009/12/11 00:00:00+00,4,6,"Clay, gravel",1020
6103,2009/12/12 00:00:00+00,6,5.5,Clay,70
6104,2009/12/13 00:00:00+00,6,5.83,"Clay, rock",960
6105,2009/12/24 00:00:00+00,6,5.5,Clay,330
6107,2009/12/25 00:00:00+00,6,5,Clay,120
6108,2009/12/25 00:00:00+00,8,8.83,Clay,1200
6109,2009/12/26 00:00:00+00,6,7,"Rock, sand",90
6110,2009/12/28 00:00:00+00,6,7.5,Clay,90
6111,2009/12/28 00:00:00+00,6,5,Sand,120
6112,2009/12/29 00:00:00+00,6,6.5,Clay,125
6113,2009/12/29 00:00:00+00,6,6,Clay,120
6115,2010/01/01 00:00:00+00,6,6.5,"Clay, Rock",60
6116,2010/01/03 00:00:00+00,8,8.5,Clay,125
6119,2010/01/05 00:00:00+00,8,6.17,Clay,90
6120,2010/01/06 00:00:00+00,6,5,Clay,90
6121,2010/01/07 00:00:00+00,6,6.17,Clay,90
6122,2010/01/07 00:00:00+00,6,6,Clay,NA
6124,2010/01/08 00:00:00+00,6,6,"Clay, Sand",90
6125,2010/01/09 00:00:00+00,8,5.83,Clay,60
6126,2010/01/10 00:00:00+00,6,6,Clay,120
6129,2010/01/13 00:00:00+00,6,6,Clay,120
6130,2010/01/14 00:00:00+00,6,5,Clay,110
6131,2010/01/14 00:00:00+00,6,5.33,Clay,60
6132,2010/01/15 00:00:00+00,6,5.42,"Rock, Sand",120
6133,2010/01/16 00:00:00+00,6,5.83,Clay,60
6134,2010/01/16 00:00:00+00,6,6.08,Clay,855
6135,2010/01/16 00:00:00+00,6,5,"Rock, Sand",60
6136,2010/01/17 00:00:00+00,6,5.75,Clay,85
6137,2008/01/18 00:00:00+00,6,6,Clay,60
6138,2010/01/18 00:00:00+00,6,7,Clay,105
6139,2010/01/15 00:00:00+00,6,6.67,"Clay, Rock",60
6140,2010/01/18 00:00:00+00,6,6.83,Clay,930
6141,2010/01/18 00:00:00+00,6,7.5,"Gravel, Sand",150
6142,2010/01/19 00:00:00+00,6,6.67,"Clay, Sand",900
6144,2010/01/21 00:00:00+00,6,5.83,Clay,780
6145,2010/01/22 00:00:00+00,6,7,Sand,80
6146,2010/01/20 00:00:00+00,8,6,Clay,150
6147,2010/01/22 00:00:00+00,6,6,"Clay, Rock",120
6148,2010/01/22 00:00:00+00,6,6,"Rock, Sand",120
6149,2010/01/23 00:00:00+00,6,5.67,Sand,900
6150,2010/01/23 00:00:00+00,6,5.5,Clay,60
6151,2010/01/23 00:00:00+00,6,6,"Clay, Rock, Sand",105
6152,2010/01/24 00:00:00+00,8,6,"Clay, Gravel, Rock",60
6153,2010/01/24 00:00:00+00,6,5.5,"Clay, Rock, Sand",90
6154,2010/01/26 00:00:00+00,6,6,Clay,90
6157,2010/01/28 00:00:00+00,6,7,"Clay, Rock",90
6158,2010/01/28 00:00:00+00,6,6.17,Sand,90
6159,2010/01/28 00:00:00+00,6,6.5,"Boulders, Clay",94
6160,2010/01/28 00:00:00+00,10,6.5,Clay,930
6161,2010/01/29 00:00:00+00,6,5.83,Clay,150
6162,2010/01/29 00:00:00+00,6,6,Clay,90
6163,2010/01/29 00:00:00+00,12,5.58,"Clay, Rock",90
6164,2010/01/29 00:00:00+00,4,5,Clay,870
6165,2010/01/31 00:00:00+00,4,6.17,Clay,180
6167,2010/01/31 00:00:00+00,6,10,Clay,NA
6168,2008/02/03 00:00:00+00,10,7.5,Boulders,120
6170,2010/02/04 00:00:00+00,6,6,Clay,90
6172,2010/02/01 00:00:00+00,4,6.5,Clay,840
6173,2010/02/02 00:00:00+00,4,6,Clay,120
6174,2010/02/05 00:00:00+00,6,6.42,Sand,180
6175,2010/02/05 00:00:00+00,10,6,Clay,810
6176,2010/02/05 00:00:00+00,6,5,Clay,120
6177,2010/02/06 00:00:00+00,12,10,Clay,1170
6178,2010/02/06 00:00:00+00,6,7,"Clay, Sand",150
6179,2010/02/07 00:00:00+00,6,6,Sand,840
6183,2010/02/09 00:00:00+00,6,6.33,Clay,90
6184,2010/02/10 00:00:00+00,6,6.5,Clay,90
6185,2010/02/11 00:00:00+00,6,5.83,Clay,90
6186,2010/02/12 00:00:00+00,6,6,Clay,60
6187,2010/02/13 00:00:00+00,6,5.83,Clay,90
6188,2010/02/13 00:00:00+00,6,4.5,"Rock, Sand",90
6189,2010/02/13 00:00:00+00,6,6,Gravel,930
6190,2010/02/13 00:00:00+00,10,7,"Boulders, Sand",195
6191,2010/02/14 00:00:00+00,10,6,"Clay, Rock",90
6192,2010/02/14 00:00:00+00,4,6,Clay,75
6193,2010/02/14 00:00:00+00,6,6,Clay,120
6194,2010/02/14 00:00:00+00,6,7.5,Clay,150
6195,2010/02/15 00:00:00+00,6,6.5,Clay,92
6196,2010/02/15 00:00:00+00,6,5.83,Clay,90
6198,2010/02/19 00:00:00+00,6,7.5,Clay,810
6199,2010/02/20 00:00:00+00,6,6.83,Clay,210
6200,2010/02/24 00:00:00+00,8,5.5,"Clay, Rock, Sand",65
6201,2010/02/27 00:00:00+00,6,6,"Rock, Sand",60
6202,2010/02/28 00:00:00+00,6,6,Clay,393
6203,2010/02/28 00:00:00+00,6,6,Clay,840
6204,2010/02/28 00:00:00+00,6,6,"Clay, Rock",240
6205,2010/03/01 00:00:00+00,6,6.08,Gravel,60
6206,2010/03/01 00:00:00+00,8,5.83,Clay,NA
6208,2010/03/05 00:00:00+00,6,5,"Clay, Rock",90
6210,2010/03/06 00:00:00+00,6,5.67,Clay,90
6211,2010/03/10 00:00:00+00,6,5,"Dirt, Sand",150
6214,2010/03/12 00:00:00+00,6,7,"Clay, Sand",120
6215,2010/03/25 00:00:00+00,4,5.67,Clay,8
6216,2010/03/29 00:00:00+00,6,5.83,Clay,120
6217,2010/03/29 00:00:00+00,6,5.5,Clay,45
6219,2010/03/30 00:00:00+00,10,6,Clay,420
6223,2010/05/04 00:00:00+00,6,5,Beach sand,900
6224,2010/04/23 00:00:00+00,8,5.5,Clay,120
6225,2010/05/20 00:00:00+00,6,7,Clay,60
6226,1970/01/01 00:00:00+00,NA,NA,NA,NA
6227,1970/01/01 00:00:00+00,NA,NA,NA,NA
6228,1970/01/01 00:00:00+00,NA,NA,NA,NA
6229,2010/05/21 00:00:00+00,12,8.5,Sand,930
6230,2010/05/22 00:00:00+00,10,6.33,Gravel,1320
6231,2010/05/22 00:00:00+00,6,6,Rock,960
6232,2010/05/26 00:00:00+00,10,4,Sand,900
6235,2010/06/23 00:00:00+00,6,6.5,Clay,810
6236,2010/06/24 00:00:00+00,10,4.67,Sand,150
6237,2010/06/30 00:00:00+00,1,6.2,Clay,180
6242,2010/07/01 00:00:00+00,8,7.17,Sand,120
6246,2010/07/08 00:00:00+00,6,6,Clay,840
6247,2010/07/12 00:00:00+00,6,5.67,Clay,60
6251,2010/07/13 00:00:00+00,6,6,Clay,60
6252,2010/07/14 00:00:00+00,8,6,"Clay, Rock",240
6253,2010/07/16 00:00:00+00,6,6.5,Cast,120
6255,2010/07/21 00:00:00+00,10,7,Sand,NA
6256,2010/07/22 00:00:00+00,6,6,NA,180
6257,2010/07/22 00:00:00+00,6,6,NA,180
6258,2010/07/24 00:00:00+00,6,6.5,"Rock, Sand",75
6259,2010/07/21 00:00:00+00,6,6,"Clay, Sand",120
6260,2010/07/23 00:00:00+00,12,9,"Clay, Sand",0
6261,2010/07/23 00:00:00+00,12,9,"Clay, Sand",60
6262,2010/07/25 00:00:00+00,16,6,Sand,510
6263,2010/07/29 00:00:00+00,8,5.5,NA,150
6265,2010/08/02 00:00:00+00,6,6.17,Cinder,480
6266,2010/08/05 00:00:00+00,6,6,NA,780
6268,2010/08/12 00:00:00+00,6,7.5,Sand,1110
6271,2010/08/18 00:00:00+00,6,5.83,Gravel,240
6272,2010/08/18 00:00:00+00,8,5.5,"Clay, Rock",190
6273,2010/08/21 00:00:00+00,6,6.5,"Clay, Gravel",NA
6275,2010/08/29 00:00:00+00,6,6,"Clay, Sand",32
6276,2010/09/08 00:00:00+00,6,5,Clay,810
6277,2010/09/15 00:00:00+00,8,6,"Gravel, Sand",120
6278,2010/09/20 00:00:00+00,8,6.83,NA,0
6279,2010/09/24 00:00:00+00,8,6.17,Gravel,150
6280,2010/09/20 00:00:00+00,8,6.83,"Clay, Silt",0
6281,2010/10/07 00:00:00+00,6,5.5,Clay,150
6282,2010/09/27 00:00:00+00,16,NA,Sand,1210
6283,2010/10/07 00:00:00+00,6,5.58,Clay,90
6284,2010/10/08 00:00:00+00,8,5,Clay,35
6285,2010/10/07 00:00:00+00,6,6,Clay,60
6286,2010/11/01 00:00:00+00,6,5.75,Clay,120
6287,2010/11/02 00:00:00+00,6,6.17,Clay,120
6288,2010/11/03 00:00:00+00,6,6,Clay,180
6289,2010/11/03 00:00:00+00,6,5.25,Clay,90
6290,2010/11/04 00:00:00+00,8,6.25,Muck,150
6291,2010/11/08 00:00:00+00,8,6,Clay,150
6292,2010/11/08 00:00:00+00,6,6,"Rock, Sand",75
6293,2010/11/09 00:00:00+00,6,6,Clay,120
6295,2010/11/10 00:00:00+00,6,6,Clay,60
6296,2010/11/11 00:00:00+00,6,7.25,Clay,60
6297,2010/11/17 00:00:00+00,6,5.5,Clay,1140
6298,2010/11/22 00:00:00+00,6,5.83,Sand,90
6299,2010/11/22 00:00:00+00,6,5.5,"Clay, Gravel",1230
6300,2010/11/23 00:00:00+00,8,9,Clay,180
6301,2010/11/25 00:00:00+00,8,8.5,Sand,1080
6303,2010/11/25 00:00:00+00,8,6.08,Clay,120
6304,2010/11/26 00:00:00+00,6,5.41,Clay,90
6305,2010/11/29 00:00:00+00,6,6,Clay,60
6308,2010/11/30 00:00:00+00,6,6,"Rock, Sand",75
6309,2010/11/30 00:00:00+00,8,6.5,"Rock, Sand",240
6312,2010/12/02 00:00:00+00,6,7.5,Clay,120
6314,2010/12/04 00:00:00+00,6,6,Clay,150
6315,2010/12/05 00:00:00+00,6,5.5,"Clay, Gravel",810
6316,2010/12/05 00:00:00+00,6,6.25,"Clay, Sand",120
6317,2010/11/30 00:00:00+00,6,6,Clay,60
6318,2010/12/05 00:00:00+00,6,6.5,"Rock, Sand",NA
6320,2010/12/08 00:00:00+00,6,4,Clay,750
6321,2010/12/09 00:00:00+00,10,5.42,"Clay, Dirt",90
6322,2010/12/09 00:00:00+00,6,6,"Clay, Rock",120
6323,2010/12/10 00:00:00+00,6,6.5,"Clay, Silt",120
6324,2010/12/10 00:00:00+00,8,5.42,"Clay, Rock",90
6325,2010/12/10 00:00:00+00,8,6.5,Clay,1020
6326,2010/12/11 00:00:00+00,6,6,"Clay, Rock",60
6327,2010/12/11 00:00:00+00,6,NA,"Clay, Rock",810
6328,2010/12/11 00:00:00+00,4,6,Sand,960
6329,2010/12/11 00:00:00+00,10,6.5,Clay,840
6331,2010/12/13 00:00:00+00,10,5,"Rock, Sand",75
6332,2010/12/13 00:00:00+00,6,5.5,Clay,65
6333,2010/12/13 00:00:00+00,8,4.5,"Clay, Gravel",105
6334,2010/12/14 00:00:00+00,6,5.83,"Clay, Dirt",60
6335,2010/12/14 00:00:00+00,6,5,Clay,45
6337,2010/12/15 00:00:00+00,8,6,Sand,960
6338,2010/12/16 00:00:00+00,6,7,Clay,105
6341,2010/12/18 00:00:00+00,6,5.33,Clay,1020
6342,2010/12/19 00:00:00+00,6,7.5,"Rock, Sand",1020
6343,2010/12/19 00:00:00+00,8,6,Clay,60
6344,2010/12/19 00:00:00+00,6,5.5,"Clay, Rock, Sand",120
6348,2010/12/19 00:00:00+00,6,6,Clay,85
6350,2010/12/20 00:00:00+00,10,6,Clay,120
6351,2010/12/21 00:00:00+00,6,7,Sand,960
6352,2010/12/22 00:00:00+00,12,7,Clay,120
6353,2010/12/24 00:00:00+00,6,5.5,"Clay, Rock",210
6354,2010/12/26 00:00:00+00,6,6,Gravel,120
6355,2010/12/26 00:00:00+00,0.75,7,Sand,NA
6358,2010/12/28 00:00:00+00,6,5,Clay,90
6361,2010/12/29 00:00:00+00,0.75,5,Sand,60
6362,2010/12/29 00:00:00+00,6,5.5,Clay,60
6363,2010/12/30 00:00:00+00,6,5.5,"Rock, Sand",780
6364,2010/12/31 00:00:00+00,8,5.5,"Gravel, Rock, Sand",115
6365,2010/12/31 00:00:00+00,6,6,"Rock, Sand",60
6366,2008/01/09 00:00:00+00,6,6,Clay,120
6367,2011/01/13 00:00:00+00,6,6,Clay,60
6368,2011/01/19 00:00:00+00,6,5.5,Clay,210
6370,2011/01/25 00:00:00+00,1,4,Sand,60
6371,2011/01/26 00:00:00+00,20,6,Sand,990
6373,2011/02/09 00:00:00+00,8,8,Clay,280
6374,2011/02/10 00:00:00+00,6,6,Sand,NA
6375,1970/01/01 00:00:00+00,NA,NA,NA,NA
6376,2011/03/27 00:00:00+00,12,6.5,Sand,NA
6377,1970/01/01 00:00:00+00,NA,NA,NA,NA
6378,2011/06/07 00:00:00+00,8,6.5,"Clay, Gravel",840
6379,2011/07/07 00:00:00+00,8,5.83,"Rock, Sand",60
6380,2011/07/08 00:00:00+00,2,4.67,"Clay, Rock, Sand",90
6381,2011/07/09 00:00:00+00,1,4.42,"Rock, Sand",870
6382,2001/07/16 00:00:00+00,6,NA,Clay,90
6384,2011/07/25 00:00:00+00,6,5.83,Rock,60
6385,2011/07/26 00:00:00+00,10,4.5,Sand,NA
6386,2011/08/01 00:00:00+00,10,6,Clay,NA
6387,2011/08/24 00:00:00+00,12,6.25,"Clay, Rock",90
6388,2011/08/26 00:00:00+00,10,6.08,Rock,150
6389,2011/08/26 00:00:00+00,0.75,4,"Rock, Sand",180
6391,2011/08/31 00:00:00+00,NA,6,Gravel,150
6393,2011/09/07 00:00:00+00,1,6.5,Clay,900
6394,2011/09/08 00:00:00+00,6,7.5,"Clay, Gravel",915
6395,2011/09/09 00:00:00+00,0.75,6.33,Clay,780
6396,2011/09/16 00:00:00+00,0.75,6.58,NA,60
6397,2011/09/29 00:00:00+00,4,5.17,Sand,780
6398,2011/10/14 00:00:00+00,12,5.5,"Gravel, Sand",NA
6399,2011/10/27 00:00:00+00,6,5,"Clay, Sand",150
6400,2011/11/10 00:00:00+00,6,6.08,Sand,90
6401,2011/11/09 00:00:00+00,6,5.83,"Clay, Rock",90
6402,2011/11/10 00:00:00+00,4,6,Sand,NA
6403,2011/11/10 00:00:00+00,6,9,"Rock, Sand",155
6405,2011/11/16 00:00:00+00,6,6,Clay,180
6406,2011/11/17 00:00:00+00,6,5,"Dirt, Sand",240
6407,2011/11/23 00:00:00+00,6,6.5,"Clay, Rock",60
6408,2011/11/27 00:00:00+00,6,5.5,Clay,90
6409,2011/12/01 00:00:00+00,4,8,Clay,885
6410,2011/12/01 00:00:00+00,6,6,"Clay, Sand, Stone",0
6411,2011/12/04 00:00:00+00,6,6,"Clay, Gravel, Sand",75
6412,2011/11/14 00:00:00+00,6,6,Sand,NA
6413,2011/11/15 00:00:00+00,6,6,Sand,480
6414,2011/11/14 00:00:00+00,8,4.17,"Clay, Rock",210
6415,2011/12/06 00:00:00+00,6,6.5,Sand,120
6416,2011/12/08 00:00:00+00,6,6,Clay,90
6417,2011/12/09 00:00:00+00,10,5.5,Clay,120
6418,2011/12/11 00:00:00+00,6,5,"Dirt, Gravel",120
6419,2011/11/11 00:00:00+00,6,4.5,"Clay, Rock",120
6420,2011/12/09 00:00:00+00,8,7.25,Sand,60
6421,2011/10/11 00:00:00+00,10,6.58,"Gravel, Sand",NA
6422,2011/12/11 00:00:00+00,6,7.5,Silt,185
6423,2011/12/12 00:00:00+00,6,5.5,Clay,105
6424,2011/12/12 00:00:00+00,6,5.5,Clay,40
6425,2011/12/13 00:00:00+00,6,5.58,Clay,780
6426,2011/12/14 00:00:00+00,6,5.83,Clay,60
6427,2011/12/16 00:00:00+00,6,5.25,"Clay, Rock",780
6428,2011/12/17 00:00:00+00,6,6.08,Clay,60
6429,2011/12/17 00:00:00+00,6,6.17,Clay,90
6430,2011/12/18 00:00:00+00,6,6,Sand,1140
6431,2011/12/18 00:00:00+00,10,5.17,Clay,120
6432,2011/12/18 00:00:00+00,10,6,Clay,120
6433,2011/12/23 00:00:00+00,10,6,Rock,315
6434,2011/12/24 00:00:00+00,6,6.17,"Clay, Sand",90
6435,2011/12/27 00:00:00+00,6,9,Clay,960
6436,2011/12/29 00:00:00+00,8,11,Clay,NA
6438,2012/01/03 00:00:00+00,10,7,Clay,55
6439,2012/01/05 00:00:00+00,6,7.5,Clay,90
6440,2012/01/05 00:00:00+00,6,4.5,"Rock, Sand",NA
6441,2012/01/04 00:00:00+00,4,5.5,Clay,990
6442,2012/01/07 00:00:00+00,6,6.08,Clay,360
6444,2012/01/06 00:00:00+00,6,6.5,"Clay, Sand",120
6447,2012/01/08 00:00:00+00,6,5.92,"Rock, Sand",105
6448,2012/01/08 00:00:00+00,6,7,Clay,60
6449,2012/01/09 00:00:00+00,6,6,"Clay, Sand",NA
6852,2012/01/05 00:00:00+00,6,6.08,Clay,870
6854,2012/01/09 00:00:00+00,4,5,Rock,45
6855,2012/01/09 00:00:00+00,4,5,Rock,45
6856,2012/01/10 00:00:00+00,6,6.17,"Clay, Sand",330
6857,2012/01/10 00:00:00+00,6,5.83,Clay,60
6858,1970/01/01 00:00:00+00,NA,NA,NA,NA
7253,1970/01/01 00:00:00+00,NA,NA,NA,NA
7254,1970/01/01 00:00:00+00,NA,NA,NA,NA
7255,2012/01/13 00:00:00+00,6,5.67,Clay,60
7258,2012/01/13 00:00:00+00,6,5.67,Clay,60
7259,2012/01/13 00:00:00+00,12,6,"Clay, Rock",NA
7260,2012/01/13 00:00:00+00,6,5.5,Clay,90
7261,2012/01/13 00:00:00+00,12,6.67,"Rock, Sand",900
7262,2012/01/14 00:00:00+00,6,5.5,Clay,825
7263,2012/01/15 00:00:00+00,6,7,"Clay, Rock",60
7264,2012/01/15 00:00:00+00,6,5.83,Clay,90
7653,2012/01/17 00:00:00+00,6,7,Gravel,960
7654,2012/01/18 00:00:00+00,6,5,Clay,300
7655,2012/01/18 00:00:00+00,6,5,Clay,300
7659,2012/01/19 00:00:00+00,6,6,Clay,120
7660,2012/01/19 00:00:00+00,6,7.5,Clay,62
7661,2012/01/19 00:00:00+00,6,6.08,Clay,810
7662,2012/01/20 00:00:00+00,8,6,"Rock, Silt",135
7663,2012/01/21 00:00:00+00,6,6,Clay,90
7664,2012/01/21 00:00:00+00,6,5,"Clay, Sand",120
7665,2012/01/21 00:00:00+00,6,5,"Clay, Sand",120
7666,2012/01/23 00:00:00+00,6,6,Clay,95
