planet,method,year,number,radius,mass,facility
Kepler-174 b,Transit,2014,3,1.96,NA,Kepler
Kepler-174 c,Transit,2014,3,1.49,NA,Kepler
Kepler-174 d,Transit,2014,3,2.19,NA,Kepler
Kepler-175 b,Transit,2014,2,2.56,NA,Kepler
Kepler-175 c,Transit,2014,2,3.1,NA,Kepler
Kepler-176 b,Transit,2014,4,1.43,NA,Kepler
Kepler-176 c,Transit,2014,4,2.6,NA,Kepler
Kepler-176 d,Transit,2014,4,2.51,NA,Kepler
Kepler-176 e,Transit,2016,4,1.45,NA,Kepler
Kepler-177 b,Transit,2013,2,3.5,5.84,Kepler
Kepler-177 c,Transit,2013,2,8.73,14.7,Kepler
Kepler-178 b,Transit,2014,3,2.9,NA,Kepler
Kepler-178 c,Transit,2014,3,2.88,NA,Kepler
Kepler-178 d,Transit,2014,3,3.95,NA,Kepler
Kepler-179 b,Transit,2014,2,1.64,NA,Kepler
Kepler-179 c,Transit,2014,2,2,NA,Kepler
Kepler-18 b,Transit,2011,3,2,6.9,Kepler
Kepler-18 c,Transit,2011,3,5.49,17.3,Kepler
Kepler-18 d,Transit,2011,3,6.98,16.4,Kepler
Kepler-180 b,Transit,2014,2,1.5,NA,Kepler
Kepler-180 c,Transit,2014,2,3.01,NA,Kepler
Kepler-181 b,Transit,2014,2,1.27,NA,Kepler
Kepler-181 c,Transit,2014,2,1.99,NA,Kepler
Kepler-182 b,Transit,2014,2,2.58,NA,Kepler
Kepler-182 c,Transit,2014,2,3.43,NA,Kepler
Kepler-183 b,Transit,2014,2,2.06,NA,Kepler
Kepler-183 c,Transit,2014,2,2.27,NA,Kepler
Kepler-184 b,Transit,2014,3,2.36,NA,Kepler
Kepler-184 c,Transit,2014,3,1.97,NA,Kepler
Kepler-184 d,Transit,2014,3,2.49,NA,Kepler
Kepler-185 b,Transit,2014,2,1.17,NA,Kepler
Kepler-185 c,Transit,2014,2,2.02,NA,Kepler
Kepler-186 b,Transit,2014,5,1.07,NA,Kepler
Kepler-186 c,Transit,2014,5,1.25,NA,Kepler
Kepler-186 d,Transit,2014,5,1.4,NA,Kepler
Kepler-186 e,Transit,2014,5,1.27,NA,Kepler
Kepler-186 f,Transit,2014,5,1.17,NA,Kepler
Kepler-187 b,Transit,2014,2,1.41,NA,Kepler
Kepler-187 c,Transit,2014,2,2.67,NA,Kepler
Kepler-188 b,Transit,2014,2,1.68,NA,Kepler
Kepler-188 c,Transit,2014,2,3.19,NA,Kepler
Kepler-189 b,Transit,2014,2,1.21,NA,Kepler
Kepler-189 c,Transit,2014,2,2.38,NA,Kepler
Kepler-19 b,Transit,2011,3,NA,8.4,Kepler
Kepler-19 c,Transit Timing Variations,2011,3,NA,13.1,Kepler
Kepler-19 d,Radial Velocity,2017,3,NA,22.5,Roque de los Muchachos Observatory
Kepler-190 b,Transit,2014,2,1.56,NA,Kepler
Kepler-190 c,Transit,2014,2,1.46,NA,Kepler
Kepler-191 b,Transit,2014,3,1.34,NA,Kepler
Kepler-191 c,Transit,2014,3,1.86,NA,Kepler
Kepler-191 d,Transit,2016,3,2.28,NA,Kepler
Kepler-192 b,Transit,2014,3,2.74,NA,Kepler
Kepler-192 c,Transit,2014,3,2.79,NA,Kepler
Kepler-192 d,Transit,2016,3,1.02,NA,Kepler
Kepler-193 b,Transit,2014,2,2.39,NA,Kepler
Kepler-193 c,Transit,2014,2,2.75,NA,Kepler
Kepler-194 b,Transit,2014,3,1.51,NA,Kepler
Kepler-194 c,Transit,2014,3,2.59,NA,Kepler
Kepler-194 d,Transit,2014,3,2.4,NA,Kepler
Kepler-195 b,Transit,2014,2,2.03,NA,Kepler
Kepler-195 c,Transit,2014,2,1.55,NA,Kepler
Kepler-196 b,Transit,2014,2,1.9,NA,Kepler
Kepler-196 c,Transit,2014,2,2.24,NA,Kepler
Kepler-197 b,Transit,2014,4,1.02,NA,Kepler
Kepler-197 c,Transit,2014,4,1.23,NA,Kepler
Kepler-197 d,Transit,2014,4,1.22,NA,Kepler
Kepler-197 e,Transit,2014,4,0.91,NA,Kepler
Kepler-198 b,Transit,2014,3,2.82,NA,Kepler
Kepler-198 c,Transit,2014,3,2.47,NA,Kepler
Kepler-198 d,Transit,2016,3,1.53,NA,Kepler
Kepler-199 b,Transit,2014,2,3.11,NA,Kepler
Kepler-199 c,Transit,2014,2,3.25,NA,Kepler
Kepler-20 b,Transit,2011,6,1.868,9.7,Kepler
Kepler-20 c,Transit,2011,6,3.047,12.75,Kepler
Kepler-20 d,Transit,2011,6,2.744,10.07,Kepler
Kepler-20 e,Transit,2011,6,0.865,NA,Kepler
Kepler-20 f,Transit,2011,6,1.003,NA,Kepler
Kepler-20 g,Radial Velocity,2016,6,NA,19.96,Multiple Observatories
Kepler-200 b,Transit,2014,2,2.13,NA,Kepler
Kepler-200 c,Transit,2014,2,1.59,NA,Kepler
Kepler-201 b,Transit,2014,2,2.46,NA,Kepler
Kepler-201 c,Transit,2014,2,2.85,NA,Kepler
Kepler-202 b,Transit,2014,2,1.63,NA,Kepler
Kepler-202 c,Transit,2014,2,1.85,NA,Kepler
Kepler-203 b,Transit,2014,3,2.57,NA,Kepler
Kepler-203 c,Transit,2014,3,2.47,NA,Kepler
Kepler-203 d,Transit,2014,3,1.44,NA,Kepler
Kepler-204 b,Transit,2014,2,2.53,NA,Kepler
Kepler-204 c,Transit,2014,2,1.79,NA,Kepler
Kepler-205 b,Transit,2014,2,1.51,NA,Kepler
Kepler-205 c,Transit,2014,2,1.64,NA,Kepler
Kepler-206 b,Transit,2014,3,1.2,NA,Kepler
Kepler-206 c,Transit,2014,3,1.77,NA,Kepler
Kepler-206 d,Transit,2014,3,1.19,NA,Kepler
Kepler-207 b,Transit,2014,3,1.57,NA,Kepler
Kepler-207 c,Transit,2014,3,1.5,NA,Kepler
Kepler-207 d,Transit,2014,3,3.31,NA,Kepler
Kepler-208 b,Transit,2014,4,1.63,NA,Kepler
Kepler-208 c,Transit,2014,4,1.39,NA,Kepler
Kepler-208 d,Transit,2014,4,1.2,NA,Kepler
Kepler-208 e,Transit,2014,4,1.48,NA,Kepler
Kepler-209 b,Transit,2014,2,2.26,NA,Kepler
Kepler-209 c,Transit,2014,2,3.1,NA,Kepler
Kepler-21 b,Transit,2012,1,1.639,5.08,Kepler
Kepler-210 b,Transit,2014,2,2.94,NA,Kepler
Kepler-210 c,Transit,2014,2,3.62,NA,Kepler
Kepler-211 b,Transit,2014,2,1.26,NA,Kepler
Kepler-211 c,Transit,2014,2,1.29,NA,Kepler
Kepler-212 b,Transit,2014,2,1.09,NA,Kepler
Kepler-212 c,Transit,2014,2,2.74,NA,Kepler
Kepler-213 b,Transit,2014,2,1.62,NA,Kepler
Kepler-213 c,Transit,2014,2,2.34,NA,Kepler
Kepler-214 b,Transit,2014,2,2.61,NA,Kepler
Kepler-214 c,Transit,2014,2,2.13,NA,Kepler
Kepler-215 b,Transit,2014,4,1.62,NA,Kepler
Kepler-215 c,Transit,2014,4,1.77,NA,Kepler
Kepler-215 d,Transit,2014,4,2.39,NA,Kepler
Kepler-215 e,Transit,2014,4,1.75,NA,Kepler
Kepler-216 b,Transit,2014,2,2.35,NA,Kepler
Kepler-216 c,Transit,2014,2,3.04,NA,Kepler
Kepler-217 b,Transit,2014,3,2.23,NA,Kepler
Kepler-217 c,Transit,2014,3,1.85,NA,Kepler
Kepler-217 d,Transit,2016,3,1.32,NA,Kepler
Kepler-218 b,Transit,2014,3,1.48,NA,Kepler
Kepler-218 c,Transit,2014,3,3.14,NA,Kepler
Kepler-218 d,Transit,2016,3,2.66,NA,Kepler
Kepler-219 b,Transit,2014,3,2.95,NA,Kepler
Kepler-219 c,Transit,2014,3,3.58,NA,Kepler
Kepler-219 d,Transit,2014,3,2.81,NA,Kepler
Kepler-22 b,Transit,2011,1,2.38,36,Kepler
Kepler-220 b,Transit,2014,4,0.81,NA,Kepler
Kepler-220 c,Transit,2014,4,1.57,NA,Kepler
Kepler-220 d,Transit,2014,4,0.98,NA,Kepler
Kepler-220 e,Transit,2014,4,1.33,NA,Kepler
Kepler-221 b,Transit,2014,4,1.71,NA,Kepler
Kepler-221 c,Transit,2014,4,2.93,NA,Kepler
Kepler-221 d,Transit,2014,4,2.73,NA,Kepler
Kepler-221 e,Transit,2014,4,2.63,NA,Kepler
Kepler-222 b,Transit,2014,3,3.16,NA,Kepler
Kepler-222 c,Transit,2014,3,4.64,NA,Kepler
Kepler-222 d,Transit,2014,3,3.69,NA,Kepler
Kepler-223 b,Transit,2014,4,2.99,7.4,Kepler
Kepler-223 c,Transit,2014,4,3.44,5.1,Kepler
Kepler-223 d,Transit,2014,4,5.24,8,Kepler
Kepler-223 e,Transit,2014,4,4.6,4.8,Kepler
Kepler-224 b,Transit,2014,4,1.39,NA,Kepler
Kepler-224 c,Transit,2014,4,3.12,NA,Kepler
Kepler-224 d,Transit,2014,4,2.3,NA,Kepler
Kepler-224 e,Transit,2014,4,1.97,NA,Kepler
Kepler-225 b,Transit,2014,2,1.2,NA,Kepler
Kepler-225 c,Transit,2014,2,1.84,NA,Kepler
Kepler-226 b,Transit,2014,3,1.55,NA,Kepler
Kepler-226 c,Transit,2014,3,2.27,NA,Kepler
Kepler-226 d,Transit,2014,3,1.22,NA,Kepler
Kepler-227 b,Transit,2014,2,3.11,NA,Kepler
Kepler-227 c,Transit,2014,2,3.04,NA,Kepler
Kepler-228 b,Transit,2014,3,1.53,NA,Kepler
Kepler-228 c,Transit,2014,3,2.7,NA,Kepler
Kepler-228 d,Transit,2014,3,4.04,NA,Kepler
Kepler-229 b,Transit,2014,3,2.2,NA,Kepler
Kepler-229 c,Transit,2014,3,4.92,NA,Kepler
Kepler-229 d,Transit,2014,3,3.85,NA,Kepler
Kepler-23 b,Transit,2011,3,1.9,254.3,Kepler
Kepler-23 c,Transit,2011,3,3.2,858.1,Kepler
Kepler-23 d,Transit,2014,3,2.2,NA,Kepler
Kepler-230 b,Transit,2014,2,4.26,NA,Kepler
Kepler-230 c,Transit,2014,2,2.04,NA,Kepler
Kepler-231 b,Transit,2014,2,1.73,NA,Kepler
Kepler-231 c,Transit,2014,2,1.93,NA,Kepler
Kepler-232 b,Transit,2014,2,3.08,NA,Kepler
Kepler-232 c,Transit,2014,2,3.83,NA,Kepler
Kepler-233 b,Transit,2014,2,2.43,NA,Kepler
Kepler-233 c,Transit,2014,2,2.71,NA,Kepler
Kepler-234 b,Transit,2014,2,3.7,NA,Kepler
Kepler-234 c,Transit,2014,2,3.51,NA,Kepler
Kepler-235 b,Transit,2014,4,2.23,NA,Kepler
Kepler-235 c,Transit,2014,4,1.28,NA,Kepler
Kepler-235 d,Transit,2014,4,2.05,NA,Kepler
Kepler-235 e,Transit,2014,4,2.22,NA,Kepler
Kepler-236 b,Transit,2014,2,1.57,NA,Kepler
Kepler-236 c,Transit,2014,2,2,NA,Kepler
Kepler-237 b,Transit,2014,2,1.41,NA,Kepler
Kepler-237 c,Transit,2014,2,2.08,NA,Kepler
Kepler-238 b,Transit,2014,5,1.73,NA,Kepler
Kepler-238 c,Transit,2014,5,2.39,NA,Kepler
Kepler-238 d,Transit,2014,5,3.07,NA,Kepler
Kepler-238 e,Transit,2013,5,5.6,169.7,Kepler
Kepler-238 f,Transit,2013,5,2,13.5,Kepler
Kepler-239 b,Transit,2014,2,2.33,NA,Kepler
Kepler-239 c,Transit,2014,2,2.51,NA,Kepler
Kepler-24 b,Transit,2011,4,2.4,508.5,Kepler
Kepler-24 c,Transit,2011,4,2.8,508.5,Kepler
Kepler-24 d,Transit,2014,4,1.67,NA,Kepler
Kepler-24 e,Transit,2014,4,2.78,NA,Kepler
Kepler-240 b,Transit,2014,2,1.37,NA,Kepler
Kepler-240 c,Transit,2014,2,2.2,NA,Kepler
Kepler-241 b,Transit,2014,2,2.33,NA,Kepler
Kepler-241 c,Transit,2014,2,2.57,NA,Kepler
Kepler-242 b,Transit,2014,2,2.61,NA,Kepler
Kepler-242 c,Transit,2014,2,2,NA,Kepler
Kepler-243 b,Transit,2014,2,2.45,NA,Kepler
Kepler-243 c,Transit,2014,2,1.99,NA,Kepler
Kepler-244 b,Transit,2014,3,2.76,NA,Kepler
Kepler-244 c,Transit,2014,3,2.05,NA,Kepler
Kepler-244 d,Transit,2014,3,2.31,NA,Kepler
Kepler-245 b,Transit,2014,4,2.57,NA,Kepler
Kepler-245 c,Transit,2014,4,2.18,NA,Kepler
Kepler-245 d,Transit,2014,4,3.03,NA,Kepler
Kepler-245 e,Transit,2016,4,1.75,NA,Kepler
Kepler-246 b,Transit,2014,2,2.34,NA,Kepler
Kepler-246 c,Transit,2014,2,1.5,NA,Kepler
Kepler-247 b,Transit,2014,3,1.64,NA,Kepler
Kepler-247 c,Transit,2014,3,4.09,NA,Kepler
Kepler-247 d,Transit,2014,3,3.94,NA,Kepler
Kepler-248 b,Transit,2014,2,3.02,NA,Kepler
Kepler-248 c,Transit,2014,2,4.07,NA,Kepler
Kepler-249 b,Transit,2014,3,1.09,NA,Kepler
Kepler-249 c,Transit,2014,3,1.51,NA,Kepler
Kepler-249 d,Transit,2014,3,1.57,NA,Kepler
Kepler-25 b,Transit,2011,3,2.748,8.7,Kepler
Kepler-25 c,Transit,2011,3,5.217,15.2,Kepler
Kepler-25 d,Radial Velocity,2014,3,NA,71.9,W. M. Keck Observatory
Kepler-250 b,Transit,2014,3,1.13,NA,Kepler
Kepler-250 c,Transit,2014,3,2.28,NA,Kepler
Kepler-250 d,Transit,2014,3,2.18,NA,Kepler
Kepler-251 b,Transit,2014,4,1.33,NA,Kepler
Kepler-251 c,Transit,2014,4,2.77,NA,Kepler
Kepler-251 d,Transit,2014,4,2.77,NA,Kepler
Kepler-251 e,Transit,2014,4,2.77,NA,Kepler
Kepler-252 b,Transit,2014,2,1.23,NA,Kepler
Kepler-252 c,Transit,2014,2,2.15,NA,Kepler
Kepler-253 b,Transit,2014,3,1.63,NA,Kepler
Kepler-253 c,Transit,2014,3,2.65,NA,Kepler
Kepler-253 d,Transit,2014,3,3.17,NA,Kepler
Kepler-254 b,Transit,2014,3,3.87,NA,Kepler
Kepler-254 c,Transit,2014,3,2.15,NA,Kepler
Kepler-254 d,Transit,2014,3,2.5,NA,Kepler
Kepler-255 b,Transit,2014,3,1.55,NA,Kepler
Kepler-255 c,Transit,2014,3,2.99,NA,Kepler
Kepler-255 d,Transit,2016,3,1.32,NA,Kepler
Kepler-256 b,Transit,2014,4,1.59,NA,Kepler
Kepler-256 c,Transit,2014,4,2.15,NA,Kepler
Kepler-256 d,Transit,2014,4,2.48,NA,Kepler
Kepler-256 e,Transit,2014,4,2.35,NA,Kepler
Kepler-257 b,Transit,2014,3,2.61,NA,Kepler
Kepler-257 c,Transit,2014,3,5.41,NA,Kepler
Kepler-257 d,Transit,2014,3,4.95,NA,Kepler
Kepler-258 b,Transit,2014,2,4.06,NA,Kepler
Kepler-258 c,Transit,2014,2,3.61,NA,Kepler
Kepler-259 b,Transit,2014,2,2.8,NA,Kepler
Kepler-259 c,Transit,2014,2,2.7,NA,Kepler
Kepler-26 b,Transit,2011,4,2.78,5.12,Kepler
Kepler-26 c,Transit,2011,4,2.72,6.2,Kepler
Kepler-26 d,Transit,2014,4,1.07,NA,Kepler
Kepler-26 e,Transit,2014,4,2.41,NA,Kepler
Kepler-260 b,Transit,2014,2,2.01,NA,Kepler
Kepler-260 c,Transit,2014,2,1.74,NA,Kepler
Kepler-261 b,Transit,2014,2,2.18,NA,Kepler
Kepler-261 c,Transit,2014,2,2,NA,Kepler
Kepler-262 b,Transit,2014,2,1.36,NA,Kepler
Kepler-262 c,Transit,2014,2,1.64,NA,Kepler
Kepler-263 b,Transit,2014,2,2.67,NA,Kepler
Kepler-263 c,Transit,2014,2,2.47,NA,Kepler
Kepler-264 b,Transit,2014,2,3.33,NA,Kepler
Kepler-264 c,Transit,2014,2,2.83,NA,Kepler
Kepler-265 b,Transit,2014,4,1.86,NA,Kepler
Kepler-265 c,Transit,2014,4,2.63,NA,Kepler
Kepler-265 d,Transit,2014,4,2.49,NA,Kepler
Kepler-265 e,Transit,2014,4,2.59,NA,Kepler
Kepler-266 b,Transit,2014,2,2.48,NA,Kepler
Kepler-266 c,Transit,2014,2,3.89,NA,Kepler
Kepler-267 b,Transit,2014,3,1.98,NA,Kepler
Kepler-267 c,Transit,2014,3,2.13,NA,Kepler
Kepler-267 d,Transit,2014,3,2.27,NA,Kepler
Kepler-268 b,Transit,2014,2,2.55,NA,Kepler
Kepler-268 c,Transit,2014,2,3.38,NA,Kepler
Kepler-269 b,Transit,2014,2,2.47,NA,Kepler
Kepler-269 c,Transit,2014,2,1.69,NA,Kepler
Kepler-27 b,Transit,2011,2,4,2895.31,Kepler
Kepler-27 c,Transit,2011,2,4.9,4385.87,Kepler
Kepler-270 b,Transit,2014,2,2.01,NA,Kepler
Kepler-270 c,Transit,2014,2,1.77,NA,Kepler
Kepler-271 b,Transit,2014,3,1.23,NA,Kepler
Kepler-271 c,Transit,2014,3,0.95,NA,Kepler
Kepler-271 d,Transit,2016,3,0.66,NA,Kepler
Kepler-272 b,Transit,2014,3,1.43,NA,Kepler
Kepler-272 c,Transit,2014,3,1.79,NA,Kepler
Kepler-272 d,Transit,2014,3,2.25,NA,Kepler
Kepler-273 b,Transit,2014,2,1.5,NA,Kepler
Kepler-273 c,Transit,2014,2,1.98,NA,Kepler
Kepler-274 b,Transit,2014,2,1.54,NA,Kepler
Kepler-274 c,Transit,2014,2,1.84,NA,Kepler
Kepler-275 b,Transit,2014,3,2.34,NA,Kepler
Kepler-275 c,Transit,2014,3,3.38,NA,Kepler
Kepler-275 d,Transit,2014,3,3.33,NA,Kepler
Kepler-276 b,Transit,2014,3,2.87,NA,Kepler
Kepler-276 c,Transit,2013,3,2.9,16.6,Kepler
Kepler-276 d,Transit,2013,3,2.8,16.3,Kepler
Kepler-277 b,Transit,2013,2,2.92,87.3,Kepler
Kepler-277 c,Transit,2013,2,3.36,64.2,Kepler
Kepler-278 b,Transit,2014,2,4.07,NA,Kepler
Kepler-278 c,Transit,2014,2,3.59,NA,Kepler
Kepler-279 b,Transit,2014,3,3.62,NA,Kepler
Kepler-279 c,Transit,2013,3,4.3,49.4,Kepler
Kepler-279 d,Transit,2013,3,3.1,37.5,Kepler
Kepler-28 b,Transit,2011,2,3.6,479.9,Kepler
Kepler-28 c,Transit,2011,2,3.4,432.23,Kepler
Kepler-280 b,Transit,2014,2,1.45,NA,Kepler
Kepler-280 c,Transit,2014,2,2.01,NA,Kepler
Kepler-281 b,Transit,2014,2,2.82,NA,Kepler
Kepler-281 c,Transit,2014,2,5.31,NA,Kepler
Kepler-282 b,Transit,2014,4,1.01,NA,Kepler
Kepler-282 c,Transit,2014,4,1.2,NA,Kepler
Kepler-282 d,Transit,2013,4,2.46,61,Kepler
Kepler-282 e,Transit,2013,4,3.1,56.2,Kepler
Kepler-283 b,Transit,2014,2,2.13,NA,Kepler
Kepler-283 c,Transit,2014,2,1.82,NA,Kepler
Kepler-284 b,Transit,2014,2,2.24,NA,Kepler
Kepler-284 c,Transit,2014,2,2.61,NA,Kepler
Kepler-285 b,Transit,2014,2,1.34,NA,Kepler
Kepler-285 c,Transit,2014,2,1.12,NA,Kepler
Kepler-286 b,Transit,2014,4,1.24,NA,Kepler
Kepler-286 c,Transit,2014,4,1.37,NA,Kepler
Kepler-286 d,Transit,2014,4,1.33,NA,Kepler
Kepler-286 e,Transit,2014,4,1.77,NA,Kepler
Kepler-287 b,Transit,2014,2,2.33,NA,Kepler
Kepler-287 c,Transit,2014,2,3.26,NA,Kepler
Kepler-288 b,Transit,2014,3,1.67,NA,Kepler
Kepler-288 c,Transit,2014,3,2.85,NA,Kepler
Kepler-288 d,Transit,2014,3,2.67,NA,Kepler
Kepler-289 b,Transit,2014,3,2.15,7.3,Kepler
Kepler-289 c,Transit,2014,3,11.59,132,Kepler
Kepler-289 d,Transit,2014,3,2.68,4,Kepler
Kepler-29 b,Transit,2011,2,2.55,5,Kepler
Kepler-29 c,Transit,2011,2,2.34,4.5,Kepler
Kepler-290 b,Transit,2014,2,2.25,NA,Kepler
Kepler-290 c,Transit,2014,2,2.7,NA,Kepler
Kepler-291 b,Transit,2014,2,2.16,NA,Kepler
Kepler-291 c,Transit,2014,2,1.88,NA,Kepler
Kepler-292 b,Transit,2014,5,1.32,NA,Kepler
Kepler-292 c,Transit,2014,5,1.47,NA,Kepler
Kepler-292 d,Transit,2014,5,2.23,NA,Kepler
Kepler-292 e,Transit,2014,5,2.67,NA,Kepler
Kepler-292 f,Transit,2014,5,2.35,NA,Kepler
Kepler-293 b,Transit,2014,2,3.07,NA,Kepler
Kepler-293 c,Transit,2014,2,3.83,NA,Kepler
Kepler-294 b,Transit,2014,2,1.77,NA,Kepler
Kepler-294 c,Transit,2014,2,2.71,NA,Kepler
Kepler-295 b,Transit,2014,3,1.22,NA,Kepler
Kepler-295 c,Transit,2014,3,1.17,NA,Kepler
Kepler-295 d,Transit,2014,3,1.36,NA,Kepler
Kepler-296 b,Transit,2014,5,1.61,NA,Kepler
Kepler-296 c,Transit,2014,5,2,NA,Kepler
Kepler-296 d,Transit,2014,5,2.09,NA,Kepler
Kepler-296 e,Transit,2014,5,1.53,NA,Kepler
Kepler-296 f,Transit,2014,5,1.8,NA,Kepler
Kepler-297 b,Transit,2014,2,2.87,NA,Kepler
Kepler-297 c,Transit,2014,2,6.54,NA,Kepler
Kepler-298 b,Transit,2014,3,1.96,NA,Kepler
Kepler-298 c,Transit,2014,3,1.93,NA,Kepler
Kepler-298 d,Transit,2014,3,2.5,NA,Kepler
Kepler-299 b,Transit,2014,4,1.32,NA,Kepler
Kepler-299 c,Transit,2014,4,2.65,NA,Kepler
Kepler-299 d,Transit,2014,4,1.86,NA,Kepler
Kepler-299 e,Transit,2014,4,1.87,NA,Kepler
Kepler-30 b,Transit,2012,3,3.9,11.3,Kepler
Kepler-30 c,Transit,2012,3,12.3,640,Kepler
Kepler-30 d,Transit,2012,3,8.8,23.1,Kepler
Kepler-300 b,Transit,2014,2,1.67,NA,Kepler
Kepler-300 c,Transit,2014,2,2.25,NA,Kepler
Kepler-301 b,Transit,2014,3,1.35,NA,Kepler
Kepler-301 c,Transit,2014,3,1.35,NA,Kepler
Kepler-301 d,Transit,2014,3,1.75,NA,Kepler
Kepler-302 b,Transit,2014,2,4.06,NA,Kepler
Kepler-302 c,Transit,2014,2,12.45,NA,Kepler
Kepler-303 b,Transit,2014,2,0.89,NA,Kepler
Kepler-303 c,Transit,2014,2,1.14,NA,Kepler
Kepler-304 b,Transit,2014,4,2.86,NA,Kepler
Kepler-304 c,Transit,2014,4,2.17,NA,Kepler
Kepler-304 d,Transit,2014,4,2.75,NA,Kepler
Kepler-304 e,Transit,2016,4,1.2,NA,Kepler
Kepler-305 b,Transit,2013,4,3.6,10.5,Kepler
Kepler-305 c,Transit,2013,4,3.3,6,Kepler
Kepler-305 d,Transit,2014,4,2.71,NA,Kepler
Kepler-305 e,Transit,2020,4,1.794,NA,Kepler
Kepler-306 b,Transit,2014,4,1.52,NA,Kepler
Kepler-306 c,Transit,2014,4,2.35,NA,Kepler
Kepler-306 d,Transit,2014,4,2.47,NA,Kepler
Kepler-306 e,Transit,2014,4,2.27,NA,Kepler
Kepler-307 b,Transit,2013,2,2.43,7.44,Kepler
Kepler-307 c,Transit,2013,2,2.2,3.64,Kepler
Kepler-308 b,Transit,2014,2,2.12,NA,Kepler
Kepler-308 c,Transit,2014,2,2.16,NA,Kepler
Kepler-309 b,Transit,2014,2,1.56,NA,Kepler
Kepler-309 c,Transit,2014,2,2.51,NA,Kepler
Kepler-31 b,Transit,2011,3,5.5,NA,Kepler
Kepler-31 c,Transit,2011,3,5.3,1493.7,Kepler
Kepler-31 d,Transit,2014,3,3.9,2161.244,Kepler
Kepler-310 b,Transit,2014,3,1.19,NA,Kepler
Kepler-310 c,Transit,2014,3,3.38,NA,Kepler
Kepler-310 d,Transit,2014,3,2.47,NA,Kepler
Kepler-311 b,Transit,2014,2,1.7,NA,Kepler
Kepler-311 c,Transit,2014,2,1.43,NA,Kepler
Kepler-312 b,Transit,2014,2,1.29,NA,Kepler
Kepler-312 c,Transit,2014,2,3.15,NA,Kepler
Kepler-313 b,Transit,2014,2,2.53,NA,Kepler
Kepler-313 c,Transit,2014,2,2.57,NA,Kepler
Kepler-314 b,Transit,2014,2,0.83,NA,Kepler
Kepler-314 c,Transit,2014,2,2.9,NA,Kepler
Kepler-315 b,Transit,2014,2,3.77,NA,Kepler
Kepler-315 c,Transit,2014,2,4.15,NA,Kepler
Kepler-316 b,Transit,2014,2,1.06,NA,Kepler
Kepler-316 c,Transit,2014,2,1.16,NA,Kepler
Kepler-317 b,Transit,2014,2,2.09,NA,Kepler
Kepler-317 c,Transit,2014,2,1.72,NA,Kepler
Kepler-318 b,Transit,2014,2,4.71,NA,Kepler
Kepler-318 c,Transit,2014,2,3.68,NA,Kepler
Kepler-319 b,Transit,2014,3,1.63,NA,Kepler
Kepler-319 c,Transit,2014,3,2.63,NA,Kepler
Kepler-319 d,Transit,2014,3,2.29,NA,Kepler
Kepler-32 b,Transit,2011,5,2.2,1303,Kepler
Kepler-32 c,Transit,2011,5,2,158.9,Kepler
Kepler-32 d,Transit,2012,5,2.7,NA,Kepler
Kepler-32 e,Transit,2012,5,1.5,NA,Kepler
Kepler-32 f,Transit,2012,5,0.82,NA,Kepler
Kepler-320 b,Transit,2014,2,1.14,NA,Kepler
Kepler-320 c,Transit,2014,2,1.37,NA,Kepler
Kepler-321 b,Transit,2014,2,1.77,NA,Kepler
Kepler-321 c,Transit,2014,2,2.32,NA,Kepler
Kepler-322 b,Transit,2014,2,1.01,NA,Kepler
Kepler-322 c,Transit,2014,2,1.67,NA,Kepler
Kepler-323 b,Transit,2014,2,1.43,NA,Kepler
Kepler-323 c,Transit,2014,2,1.63,NA,Kepler
Kepler-324 b,Transit,2014,2,1.14,NA,Kepler
Kepler-324 c,Transit,2014,2,3.15,NA,Kepler
Kepler-325 b,Transit,2014,3,2.91,NA,Kepler
Kepler-325 c,Transit,2014,3,2.54,NA,Kepler
Kepler-325 d,Transit,2014,3,2.79,NA,Kepler
Kepler-326 b,Transit,2014,3,1.52,NA,Kepler
Kepler-326 c,Transit,2014,3,1.4,NA,Kepler
Kepler-326 d,Transit,2014,3,1.21,NA,Kepler
Kepler-327 b,Transit,2014,3,1.11,NA,Kepler
Kepler-327 c,Transit,2014,3,1.03,NA,Kepler
Kepler-327 d,Transit,2014,3,1.73,NA,Kepler
Kepler-328 b,Transit,2013,2,2.3,28.5,Kepler
Kepler-328 c,Transit,2013,2,5.4,39.4,Kepler
Kepler-329 b,Transit,2014,2,1.4,NA,Kepler
Kepler-329 c,Transit,2014,2,1.93,NA,Kepler
Kepler-33 b,Transit,2011,5,1.74,NA,Kepler
Kepler-33 c,Transit,2011,5,3.2,NA,Kepler
Kepler-33 d,Transit,2011,5,5.35,NA,Kepler
Kepler-33 e,Transit,2011,5,4.02,NA,Kepler
Kepler-33 f,Transit,2011,5,4.46,NA,Kepler
Kepler-330 b,Transit,2014,2,1.35,NA,Kepler
Kepler-330 c,Transit,2014,2,1.95,NA,Kepler
Kepler-331 b,Transit,2014,3,1.82,NA,Kepler
Kepler-331 c,Transit,2014,3,1.84,NA,Kepler
Kepler-331 d,Transit,2014,3,1.64,NA,Kepler
Kepler-332 b,Transit,2014,3,1.17,NA,Kepler
Kepler-332 c,Transit,2014,3,1.09,NA,Kepler
Kepler-332 d,Transit,2014,3,1.18,NA,Kepler
Kepler-333 b,Transit,2014,2,1.32,NA,Kepler
Kepler-333 c,Transit,2014,2,1.11,NA,Kepler
Kepler-334 b,Transit,2014,3,1.12,NA,Kepler
